genre,question,answer,a,b,c,d
geography,"In 1643, a Native American uprising killed this unauthorized Puritan preacher of a dissident church discussion group, and pioneer in Rhode Island and the Bronx.",2,Peter Cooper,Richard Morris,Anne Hutchinson,Roger Williams
geography,"This oldest house in The Bronx, build in 1748, is New York Citys first house museum, operated since 1897 as a public museum by The National Society of Colonial Dames in the State of New York.",1,Valerian House,Van Cortlandt House,Throgs Neck,Fordam Arms
geography,"In 1776, 400 British and Hessian troops land in The Bronx.  A group of 400 American troops held them off while Washington got the main army away safely.  What was this battle called ?",0,The Battle of Pells Point,The Battle of Throgs Neck,The Battle of Eastchester,The Battle of The Bronx
geography,"The first college in The Bronx, known as this today, was built in 1884.",2,Mercy College,Manhattan College,Fordham University,Lehman College
geography,Edgar Allen Poe wrote this famous poem in The Bronx in 1846.,2,Call Me Ishmal,Our American War,Annabel Lee,Hiawatha
geography,"In 1899, this  world famous institution was opened in The Bronx.",2,Columbia University,The U.S. Olympic Hall of Fame,The Bronx Zoo,The American Hall of Fame
geography,This world famous building opened in The Bronx in 1923.,1,The Top of the Sixes,Yankee Stadium,The Louis Morris Building,The Shlump Towers
geography,"What are the colors on the flag of  The Bronx, NY?",2,"Red, White, Blue","Blue, White, Green","Blue, White, Orange","Red, Green, Orange"
geography,Little Rock is the capital and most populous city of this US state.,0,Arkansas,Wichita,Kansas,Topeka
geography,"What US state borders the states of Virginia, Kentucky, Ohio, Pennsylvania and Maryland?",2,Tennessee,Virginia,West Virginia,North Carolina
geography,Which US state is nicknamed The Pine Tree State?,3,New Hampshire,Missouri,Massachusetts,Maine
geography,The southern region of what US state is known as Little Egypt?,1,Virginia,Illinois,Ohio,Maryland
geography,"The capital city of this US state is Trenton, and its largest city is Newark.",3,Montana,New Hampshire,New Mexico,New Jersey
geography,The name of which American state means red people in the Choctaw language?,1,Ohio,Oklahoma,North Dakota,Oregon
geography,What US state is known as The Volunteer State?,2,Utah,Delaware,Tennessee,Colorado
geography,The flag of what US state features a gold torch and nineteen stars on a blue rectangular field?,2,Illinois,Idaho,Indiana,Iowa
geography,What US state is known as the Peach State?,1,Louisiana,Georgia,Montana,Connecticut
geography,The name of this US state means flat water and is derived from the name of the Platte River that flows through the state.,1,Montana,Nebraska,Utah,Oklahoma
geography,Which country is known as Österreich in their native language?,2,Bulgaria,Germany,Austria,The Netherlands
geography,Which countrys capital city is considered de facto capital of the European Union?,2,UKs,Hollands,Belgiums,Frances
geography,Which country has the river Danube as most of its northern border?,2,Austria,Hungary,Bulgaria,Romania
geography,Which EU member is divided into a Greek and a Turkish part?,2,Greece,Slovenia,Cyprus,Bulgaria
geography,"Which countrys first president was Václav Havel, a writer and dramatist?",2,Hungary,Poland,Czech Republic,Slovakia
geography,Which Nordic country was first to enter the European Union?,0,Denmark,Sweden,Finland,Norway
geography,Which European Union member is home to Santa Claus?,0,Finland,Cyprus,Turkey,Sweden
geography,"Which of the EU founding members is the country of Liberté, Égalité, Fraternité?",0,France,UK,Germany,Italy
geography,Which European Union member has the greatest number of islands?,0,Greece,Italy,UK,Denmark
geography,Which country is the only member of the European Union that is partly located in Africa?,2,France,UK,Spain,Malta
geography,Which EU member has a significant part of its territory below sea level?,1,Belgium,The Netherlands,Poland,Estonia
geography,"This European Union member was once known for huge migration of its people, mainly to the US and UK. Nowadays, however, it attracts many immigrants from new EU members.",1,Spain,Ireland,Italy,Germany
geography,"Which EU member was the largest country in Europe in XIV century, but now has land area of just 65 000 sq. km?",1,Denmark,Lithuania,Austria,Netherlands
geography,Which mini country was among the European Union founding members?,0,Luxembourg,Malta,Monaco,Liechtenstien
geography,In which European Union member the native people make up only 60% of the total population?,2,Poland,Austria,Latvia,France
geography,Which former British colony joined the European Union in 2004?,3,Gibraltar,Ireland,Syria,Malta
geography,Which country is the biggest contributor to the European Union budget?,1,UK,Germany,Italy,France
geography,Which country has twice rejected European Union membership in national referendums?,1,Poland,Norway,Turkey,UK
geography,Which European Union member was the first country to reject communist rule and thus sparkle the liberation of so called Eastern Block?,3,Czech Republic,Romania,Germany,Poland
geography,Where is the European Unions westernmost point not counting overseas territories?,1,In Spains Canary islands,In Portugals Azores islands,In Iceland,In Ireland
geography,Which EU member state was known to the ancient Greeks and Romans as Dacia?,2,Macedonia,Bulgaria,Romania,Slovenia
geography,Which country is the youngest independent state to be a member of the European Union? (It has been an independent country only since 1993.),2,Montenegro,Slovenia,Slovakia,Cyprus
geography,In May 2004 the European Union accepted 10 new countries. Which of them was first to adopt the Euro as its national currency?,0,Slovenia,Poland,Slovakia,Estonia
geography,Which country associated with banking is not a member of the European Union?,3,Luxembourg,UK,Austria,Switzerland
geography,In which country is the European Union’s biggest lake located?,2,In Finland,In Poland,In Sweden,In Hungary
geography,"Which Muslim country was recognized as a candidate for accession in the EU on December 12th, 1999 at the Helsinki summit of the European Council?",3,Israel,Morocco,Syria,Turkey
geography,"All but three European Union official languages are from the Indo-European family. They are Finnish, Estonian and which other language?",1,Greek,Hungarian,Polsih,Bulgarian
geography,Which member of the European Union completely surrounds two countries that are outside of the club?,3,Austria,France,Spain,Italy
geography,"Wat Chiang Man is a temple in Thailand. In it, fifteen of these animals represent a sea of unformed matter upon which the cosmos of the Chedi floats.",3,Fish,Monkeys,Birds,Elephants
geography,The Shaolin temples are perhaps the Buddhist monasteries best known in the West. The word Shaolin means this.,2,Blue Sky,Silent Soul,Young Forest,Pure Water
geography,Which EU country or US state is not entirely situated on (an) island(s)?,2,UK,Hawaii,Rhode Island,Cyprus
geography,Which country or state was the first to be attacked in WWII?,2,Denmark,Hawaii,Poland,US Virgin Islands
geography,Where was the colonial settlement New Amsterdam located?,3,UK,New Jersey,Holland,The state of New York
geography,Which of these is the largest in terms of area?,2,Georgia,Florida,Germany,Finland
geography,Which of these peaks is the highest?,1,Grossglockner (Austria),McKinley (Alaska),Mont Blanc (France),Mount Elbert (Colorado)
geography,Which of the following metropolitan areas is the largest in terms of population?,1,London,New York City,Paris,Los Angeles
geography,"Which river, flowing entirely through a single country or state, is the longest?",0,Vistula (Poland),Loire (France),Iowa (Iowa),Illinois (Illinois)
geography,"What is the location of the worlds largest particle physics laboratory, established in 1954?",3,In the EU,Both have laboratories of equal size.,In the US,In neither of them
geography,Which of the following countries and states shares its name with its capital city?,2,New York,Malta,Luxembourg,Oklahoma
geography,Which of these cities was established first?,2,New York City (New York),Copenhagen (Denmark),Madrid (Spain),Boston (Massachusetts)
geography,Which of the following flags doesnt include a cross?,3,the flag of Mississippi,the flag of the UK,the flag of Denmark,the flag of Alaska
geography,Birmingham is the most populous city of which country or US state?,1,Austria,Alabama,the UK,Utah
geography,Which one of these is not a Greek Mediterranean island?,0,Minorca,Lemnos,Crete,Santorini
geography,Which one of these Mediterranean islands is the smallest in area?,3,Corsica,Cyprus,Crete,Corfu
geography,"What two colors are featured on the flag and coat of arms of Malta, a country consisting of seven Mediterranean islands?",2,Green and black,Yellow and purple,White and red,Blue and yellow
geography,"Which one of these Mediterranean islands, belonging to Italy, is the largest in area?",0,Sardinia,Procida,Capri,Ischia
geography,"This island, on which the volcano Etna is situated, is the largest Mediterranean island.",0,Sicily,Corsica,Rhodes,Sardinia
geography,Which French Mediterranean island is the birthplace of Napoléon Bonaparte?,2,Cyprus,Gozo,Corsica,Montecristo
geography,"On April 11, 2002, Al-Qaeda carried out a terrorist attack near a synagogue on which Tunisian island?",0,Djerba,Yalikavak,Salih Ada,Kargi Adasi
geography,Which one of these Mediterranean islands does not belong to the group of the Balearic Islands?,2,Ibiza,Mallorca,Capri,Formentera
geography,Which of these Mediterranean islands belongs to Croatia and is home of the endangered Griffon Vulture?,2,Filfla,Procida,Cres,Gorgona
geography,What motto do North Carolina license plates carry?,1,The Old North State,First In Flight,Nothing Finer,Tarheel State
geography,North Carolina has been well represented on the American Idol TV series Which contestant from the state became Americas Idol in 2004?,0,Fantasia Barrino,Kerrier Ann Pickler,Clay Aiken,Taylor Hicks
geography,"This military complex in North Carolina is one of the largest in the world and home to the 82 Airborne, the Golden Knights, and U.S. Army Special Operations Command.",0,Fort Bragg,Fort Campbell,Fort Polk,Fort Dix
